Municipio,Circunscripcion,Partido,Candidato,Votos,Partido_Votos,Partido_P,P
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ANIBAL JOSE LLANOS DE LA CRUZ,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ARTURO MANUEL BERMUDEZ MARTINEZ,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,COALICIÓN FUERZA CIUDADANA,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,CRUZ FELIPE MORANTES RINCON,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,DANIEL EMILIO MENDOZA LEAL,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,DELLMA GUERRERO FLOREZ,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,FERNANDO ARDILA ARIAS,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,FRANK ARIEL PETRO MADERA,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,JOHANNA CAROLINA CARDENAS PARRA,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LUIS CARLOS RUIZ CHUD,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LUIS EDUARDO DE LA HOZ LOPEZ,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,MAIRA MARIA YANCE ARAUJO,8,410,7.81%,0.15%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,OCTAVIO LOPEZ SIERRA,8,410,7.81%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,ARMANDO PEREZ ARAUJO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,CARLOS HERNANDO RODRIGUEZ BALLESTEROS,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,CESAR HUGO CUEVAS QUINTERO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,DOMINGO JOSE AYALA ESPITIA,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,DORA LUQUERNA REYES,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,EDERSON NIÑO NAVARRO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,ELBERT IVAN DUQUE GUERRERO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,FREDY JULIAN CORTES URQUIJO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,GUSTAVO ADOLFO SANABRIA REY,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,HECTOR JAVIER GALINDO MORENO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,JORGE ALBERTO ROMERO CARDENAS,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,JOSE ALBEIRO VERGARA GUTIERREZ,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,JUAN DAVID DUQUE GARCIA,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,KATIA MILENA OSPINO ACEVEDO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,LUIS FERNANDO MUÑOZ LUJAN,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,NATALIA SORAYA GIRALDO VALLEJO,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,OLGA MILENA FLOREZ SIERRA,8,569,10.84%,0.15%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,SAMUEL ARTURO ROMERO SANMIGUEL,8,569,10.84%,0.15%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,GERMAN ALBEIRO CASTRO CASTRO,8,328,6.25%,0.15%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JUAN CARLOS SALAZAR URIBE,8,328,6.25%,0.15%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,PIEDAD BIENVENIDA SAFRA ARREGOCES,8,328,6.25%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ADRIANA RODRIGUEZ SANCHEZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ALEXANDER BARRUETO RODRIGUEZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,DAVID ALEJANDRO BARGUIL ASSIS,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,GLADYS HELENA ORTIZ FLOREZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,HECTOR MARINO ANGULO CAICEDO,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JUAN CARLOS GARCIA GOMEZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LINA BEATRIZ ALVAREZ JIMENEZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LUIS ALEJANDRO TOVAR ARIAS,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,MARIA CLARA RAMIREZ FERRO,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,NATALIA MORALES URQUIJO,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,PEDRO DUARTE GONZALEZ,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,SANTIAGO BARRETO TRIANA,8,613,11.68%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CLAUDIA LILIANA ORTIZ CASTILLO,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DAIRO ARIAS CARDENAS,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DANIELA LASSO PERLAZA,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HARVEY ALEXANDER GALVIS ARIAS,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HUGO ALBERTO OSPINA AGUDELO,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JUAN FELIPE LEMOS URIBE,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LEONARDO ALBERTO NUÑEZ PRIETO,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA ELSY PADILLA MUÑOZ,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ROBERT PAUL VACA CONTRERAS,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,STEVE GIRALDO CORREA,8,660,12.57%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ALVARO HENRY MONEDERO RIVERA,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANA ISABEL URANGO SOTELO,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CAMILO BORRERO MARTINEZ,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CARIN ASTRID LESMES SAAVEDRA,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CLAUDIA PATRICIA ROJAS RAMIREZ,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DANIEL ARMANDO CHICAIZA COSME,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,DANIEL GEOVANY NEIRA RIOS,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,EDITH ANDREA MARTINEZ TOVAR,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ERWIN JESUS LECHUGA HEREDIA,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,GERMAN CASTRO VEGA,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,GERSSON VARGAS VALDELEON,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JORGE ALBERTO DE LA ESPRIELLA ARGUMEDO,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JOSE NURBY DUCUARA GOMEZ,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,MARIA EUGENIA LOPERA MONSALVE,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,MARIANA AYALA PONTE,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,NATALY ANDREA CASTIBLANCO PACHECO,8,641,12.21%,0.15%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,YESSID ENRIQUE PULGAR DAZA,8,641,12.21%,0.15%
APIA,NACIONAL,AHORA COLOMBIA,BERTILDA DOLORES ALMAZO PUSHAINA,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,FEDERICO JOSE RESTREPO POSADA,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,FLOR ANGELA MORALES RIVERA,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,JALID MUADH JENSSEN PEREZ LOSADA,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,JENNIFER DALLEY PEDRAZA SANDOVAL,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,JOSE DOMINGO JULIO PRETELT,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,LUIS EMILIO FONSECA SANTIAGO,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,MANUEL NAVARRO MANCHEGO,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,OSWALDO BERNAL GONZALEZ,7,622,11.85%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,URIEL RAFAEL AVILA BARRIOS,7,622,11.85%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,ALVARO HERNANDO VACA BELTRAN,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,ANDRES SANTIAGO LEON PINEDA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,AUGUSTO RICARDO MORENO CEPEDA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,BRAYAN MONTOYA TOVAR,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,DANIELA PAOLA QUITO VELASCO,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,DERLY ALEJANDRA HERNANDEZ LUENGAS,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,EDWING FABIAN DIAZ PLATA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,GIZETTE MOSQUERA MOSQUERA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,HERNAN CASTELLANOS FORIGUA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,INTI RAUL ASPRILLA REYES,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,JONATHAN ALEXANDER OSORIO CHACON,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,JUAN CARLOS MUÑOZ DIAZ,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MARCELA PATRICIA MARTINEZ PORTILLA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MARLY YANETH ORJUELA PEÑALOZA,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MIGUEL ANDRES FORERO BOLIVAR,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,OLGA LUCIA VELASQUEZ NIETO,7,601,11.45%,0.13%
APIA,NACIONAL,ALIANZA POR COLOMBIA,RUTH ANGELICA MENA FIGUEROA,7,601,11.45%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,BEATRIZ LORENA RIOS CUELLAR,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CESAR AUGUSTO LOAIZA CAPERA,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CESAR AUGUSTO LORDUY MALDONADO,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CESAR NORBERTO BARRERA AVILA,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,COALICIÓN CAMBIO RADICAL - ALMA,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,DORA MARIA RODRIGUEZ TOBAR,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,GEORGINA RIVERA TORRES,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,IDANIA MERCEDES ALFARO MARTINEZ,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,JONIS DARIO ECHEVERRI RAMIREZ,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,JULIAN ALONSO RESTREPO JARAMILLO,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LINA MARIA GARRIDO MARTIN,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUIS ALBEIRO TORRES SOTO,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,LUZ MARINA RAMIREZ BETANCOURT,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,MARIA FERNANDA ORTIZ MORA,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,NELSON JAVIER LOPEZ RODRIGUEZ,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,OLGA INES RUBIANO CORREA,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,YUDY ELVIRA AYA TORO,7,639,12.17%,0.13%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,ELIZABET AGUILAR RAMIREZ,7,410,7.81%,0.13%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,LIZETH MARIANA PEÑA NIÑO,7,410,7.81%,0.13%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,MARIA NELA DIAZ MARTINEZ,7,410,7.81%,0.13%
APIA,NACIONAL,COALICIÓN FUERZA CIUDADANA,NAGUIB ALEXANDER QUESADA MARTINEZ,7,410,7.81%,0.13%
APIA,NACIONAL,CREEMOS,CLAUDIA EUSEBIA CESPEDES CAMPOS,7,126,2.4%,0.13%
APIA,NACIONAL,CREEMOS,JUAN ALEJANDRO ANGEL ARANGO,7,126,2.4%,0.13%
APIA,NACIONAL,CREEMOS,LUIS ERNESTO RIVERA ESCOBAR,7,126,2.4%,0.13%
APIA,NACIONAL,CREEMOS,NATALIA EUGENIA LOPEZ FUENTES,7,126,2.4%,0.13%
APIA,NACIONAL,CREEMOS,SARA MARIA ARBELAEZ RAMIREZ,7,126,2.4%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,ARIEL ROSEBEL PALACIOS ANGULO,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,ARTURO PALACIOS ORTEGA,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,GUILLERMO ANTONIO CARDONA MORENO,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,GUSTAVO ADOLFO CASTILLO VALENCIA,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,JOSE ANTONIO JIMENEZ VILLARRAGA,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,LEONIDAS NAME GOMEZ,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,MARIO DE JESUS ORTIZ BAÑOL,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,ROSA DELIA CASTILLO SANCHEZ,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,VICTOR HUGO GOLU MONTENEGRO,7,569,10.84%,0.13%
APIA,NACIONAL,FRENTE AMPLIO UNITARIO,YESSICA MARCELA CABEZA DEL TORO,7,569,10.84%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,DORALBA TORRES LOPEZ,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,ENRIQUE GOMEZ MARTINEZ,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JOHN ALEJANDRO BERMEO RODRIGUEZ,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,JULIAN ANDRES ZAMUDIO GONZALEZ,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MAGALY DEL SOCORRO GONZALEZ FORTUNATO,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,MARIA NELCY CAMACHO PITA,7,328,6.25%,0.13%
APIA,NACIONAL,MOVIMIENTO SALVACIÓN NACIONAL,PEDRO SANTIAGO RODRIGUEZ BETANCOURT,7,328,6.25%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,ALBERTO CANO DEMPSEY,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,GERSON AUGUSTO RAMIREZ TERAN,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JENNIFER ALEXANDRA BUITRAGO PEÑA,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOHAN RAFAEL MACIAS MACIAS,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOSE ABEL PAZ JULICUE,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,JOSE EDUARDO QUIROGA BARRIGA,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,KATHERINE GALAN JIMENEZ,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,LUIS ENRIQUE DIAZ GARCIA,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,MAURICIO FERNANDEZ FRANCO,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO CONSERVADOR COLOMBIANO,OSCAR MAURICIO GIRALDO HERNANDEZ,7,613,11.68%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,ALEJANDRO BAENA GIRALDO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,CAMILO ANDRES VITAL HERNANDEZ,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,DOLLY GIRALDO PEREZ,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,EDNA YANETH CORDERO MONTAÑA,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,EDUAR ENRIQUE REYES MACIAS,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,FABIAN ORLANDO RIVERA CARRILLO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,HILBER OSWALDO RODRIGUEZ DELGADO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JAVIER FERNANDEZ FRANCO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JHONNY ANDRES ALZATE,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JORGE MARIO ZAPATA GONZALEZ,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,JULIO ALBERTO ELIAS VIDAL,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,LEIDY ALEJANDRA MURCIA BOTERO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MARIA NAZARETH MARTINEZ GARCIA,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO DE LA UNIÓN POR LA GENTE - PARTIDO DE LA U,MYRIAN AZUCENA RODRIGUEZ GALINDO,7,660,12.57%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ALEIDA GONZALEZ HINCAPIE,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANA MARCELA LUCERO MOLINA,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,ANGIE MALLERLINE MEDINA ROJAS,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,BEATRIZ ELENA YEPES GOMEZ,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,CRISTINA DEL ROSARIO CABRERA MENDEZ,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,EDILSA DEL SOCORRO TORRES OSORIO,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,JACQUELIN QUESADA MONTIEL,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,PLUBIO GUDBERTO NIÑO NIÑO,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,RODRIGO VARGAS VIVAS,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,SILVIA PATRICIA BARRIOS CARREÑO,7,641,12.21%,0.13%
APIA,NACIONAL,PARTIDO LIBERAL COLOMBIANO,YURANY QUIROGA CRUZ,7,641,12.21%,0.13%
APIA,NACIONAL,AHORA COLOMBIA,ALEXANDER TORRES RAMIREZ,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,ALEXANDER VEGA RINCON,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,AUGUSTO VERNEY FORERO REYES,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,EUBLOFIA AZENIT NUÑEZ BURGOS,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,HAROLD DE JESUS MAESTRE MERCADO,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,HUGO ALEJANDRO VASQUEZ VARGAS,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,JUAN CARLOS BERNAL PEREZ,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,LEONARDO LOPEZ MEDINA,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,MARIA LUCIA VILLALBA GOMEZ,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,MARTHA LUCIA LINARES IBARRA,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,WILSON COLLAZOS DIAZ,6,622,11.85%,0.11%
APIA,NACIONAL,AHORA COLOMBIA,YUDY ANDREA JARAMILLO AREIZA,6,622,11.85%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,BLEYDI ROMERO RODRIGUEZ,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,DALIA FERNANDA PINEDA AGUASACO,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,EUCLIDES RAFAEL ALSINA GRANADOS,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,HERMAN LOZANO BAEZ,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,JONATHAN FERNEY PULIDO HERNANDEZ,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,LUIS ALFONSO MEJIA NUÑEZ,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,LUZ DARY VALLECILLA GARCIA,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MARIA ADELAIDA GARAVITO VELASQUEZ,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MARIO ANDRES CARCAMO ANGULO,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,MONICA MARCELA BEJARANO VARON,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,NODIER MONTOYA ROMERO,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,PATRICIA VALENZUELA BUITRAGO,6,601,11.45%,0.11%
APIA,NACIONAL,ALIANZA POR COLOMBIA,SANTIAGO BERNARDO MUÑOZ DIAZ,6,601,11.45%,0.11%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,ADOLFO LEON CABRERA BASTIDAS,6,639,12.17%,0.11%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,CARLOS HERNAN RODRIGUEZ NARANJO,6,639,12.17%,0.11%
APIA,NACIONAL,COALICIÓN CAMBIO RADICAL - ALMA,ELKIN HERNANDO SALCEDO SANTOS,6,639,12.17%,0.11%
